Tipo Titulo,Data Vencimento,Data Base,Taxa Compra Manha,Taxa Venda Manha,PU Compra Manha,PU Venda Manha,PU Base Manha,Prazo_anos
Tesouro IPCA+,2024-08-15,2013-03-11,"3,89","3,97","1464,68","1451,89","1451,36",11.430527036276523
Tesouro IPCA+,2035-05-15,2013-03-11,"4,09","4,19","932,76","913,17","912,83",22.17659137577002
Tesouro IPCA+,2015-05-15,2013-03-12,"3,04","3,08","2120,20","2118,41","2117,70",2.1738535249828885
Tesouro IPCA+,2019-05-15,2013-03-12,"3,60","3,66","1820,73","1814,26","1813,61",6.1738535249828885
Tesouro IPCA+,2024-08-15,2013-03-12,"3,92","4,00","1460,41","1447,66","1447,13",11.427789185489392
Tesouro IPCA+,2035-05-15,2013-03-12,"4,09","4,19","933,11","913,51","913,17",22.17385352498289
Tesouro IPCA+,2015-05-15,2013-03-13,"3,06","3,10","2120,01","2118,22","2117,51",2.1711156741957565
Tesouro IPCA+,2019-05-15,2013-03-13,"3,66","3,72","1814,91","1808,47","1807,82",6.1711156741957565
Tesouro IPCA+,2024-08-15,2013-03-13,"3,98","4,06","1451,37","1438,72","1438,18",11.425051334702259
Tesouro IPCA+,2035-05-15,2013-03-13,"4,15","4,25","921,64","902,31","901,97",22.171115674195757
Tesouro IPCA+,2015-05-15,2013-03-14,"3,18","3,22","2115,37","2113,60","2112,88",2.1683778234086244
Tesouro IPCA+,2019-05-15,2013-03-14,"3,74","3,80","1806,97","1800,57","1799,92",6.168377823408624
Tesouro IPCA+,2024-08-15,2013-03-14,"4,03","4,11","1443,98","1431,41","1430,87",11.422313483915127
Tesouro IPCA+,2035-05-15,2013-03-14,"4,21","4,31","910,33","891,25","890,91",22.168377823408623
Tesouro IPCA+,2015-05-15,2013-03-15,"3,06","3,10","2122,03","2120,25","2118,93",2.1656399726214923
Tesouro IPCA+,2019-05-15,2013-03-15,"3,72","3,78","1810,28","1803,87","1802,70",6.165639972621492
Tesouro IPCA+,2024-08-15,2013-03-15,"4,03","4,11","1444,94","1432,35","1431,41",11.419575633127995
Tesouro IPCA+,2035-05-15,2013-03-15,"4,22","4,32","909,01","889,96","889,36",22.16563997262149
Tesouro IPCA+,2015-05-15,2013-03-18,"3,00","3,04","2125,31","2123,53","2122,93",2.1574264202600957
Tesouro IPCA+,2019-05-15,2013-03-18,"3,66","3,72","1817,29","1810,85","1810,28",6.157426420260096
Tesouro IPCA+,2024-08-15,2013-03-18,"3,99","4,07","1451,74","1439,10","1438,63",11.411362080766597
Tesouro IPCA+,2035-05-15,2013-03-18,"4,19","4,29","915,11","895,93","895,63",22.157426420260094
Tesouro IPCA+,2015-05-15,2013-03-19,"2,98","3,02","2126,81","2125,03","2124,42",2.1546885694729636
Tesouro IPCA+,2019-05-15,2013-03-19,"3,66","3,72","1817,85","1811,42","1810,85",6.154688569472964
Tesouro IPCA+,2024-08-15,2013-03-19,"3,98","4,06","1453,80","1441,14","1440,67",11.408624229979466
Tesouro IPCA+,2035-05-15,2013-03-19,"4,19","4,29","915,41","896,23","895,93",22.154688569472963
Tesouro IPCA+,2015-05-15,2013-03-20,"2,94","2,98","2129,19","2127,41","2126,81",2.1519507186858315
Tesouro IPCA+,2019-05-15,2013-03-20,"3,62","3,68","1822,72","1816,27","1815,70",6.151950718685832
Tesouro IPCA+,2024-08-15,2013-03-20,"3,96","4,04","1457,45","1444,76","1444,29",11.405886379192333
Tesouro IPCA+,2035-05-15,2013-03-20,"4,18","4,28","917,66","898,43","898,13",22.151950718685832
Tesouro IPCA+,2015-05-15,2013-03-21,"2,94","2,98","2129,79","2128,02","2127,41",2.1492128678986995
Tesouro IPCA+,2019-05-15,2013-03-21,"3,66","3,72","1818,98","1812,55","1811,98",6.1492128678987
Tesouro IPCA+,2024-08-15,2013-03-21,"4,00","4,08","1451,56","1438,93","1438,46",11.403148528405202
Tesouro IPCA+,2035-05-15,2013-03-21,"4,18","4,28","917,96","898,73","898,43",22.1492128678987
Tesouro IPCA+,2015-05-15,2013-03-22,"2,99","3,03","2128,89","2127,12","2125,80",2.1464750171115674
Tesouro IPCA+,2019-05-15,2013-03-22,"3,75","3,81","1810,52","1804,13","1802,95",6.146475017111568
Tesouro IPCA+,2024-08-15,2013-03-22,"4,10","4,18","1436,74","1424,27","1423,32",11.40041067761807
Tesouro IPCA+,2035-05-15,2013-03-22,"4,28","4,38","899,33","880,51","879,92",22.146475017111566
Tesouro IPCA+,2015-05-15,2013-03-25,"3,00","3,04","2128,90","2127,13","2126,54",2.138261464750171
Tesouro IPCA+,2019-05-15,2013-03-25,"3,75","3,81","1810,95","1804,57","1804,01",6.138261464750171
Tesouro IPCA+,2024-08-15,2013-03-25,"4,10","4,18","1437,11","1424,64","1424,17",11.392197125256674
Tesouro IPCA+,2035-05-15,2013-03-25,"4,35","4,45","886,35","867,81","867,52",22.138261464750173
Tesouro IPCA+,2015-05-15,2013-03-26,"2,96","3,00","2131,26","2129,49","2128,90",2.135523613963039
Tesouro IPCA+,2019-05-15,2013-03-26,"3,71","3,77","1815,78","1809,38","1808,82",6.135523613963039
Tesouro IPCA+,2024-08-15,2013-03-26,"4,08","4,16","1440,71","1428,20","1427,74",11.38945927446954
Tesouro IPCA+,2035-05-15,2013-03-26,"4,35","4,45","886,64","868,10","867,81",22.135523613963038
Tesouro IPCA+,2015-05-15,2013-03-27,"2,96","3,00","2131,85","2130,09","2129,49",2.132785763175907
Tesouro IPCA+,2019-05-15,2013-03-27,"3,68","3,74","1819,55","1813,13","1812,58",6.132785763175907
Tesouro IPCA+,2024-08-15,2013-03-27,"4,08","4,16","1441,17","1428,66","1428,20",11.38672142368241
Tesouro IPCA+,2035-05-15,2013-03-27,"4,35","4,45","886,93","868,39","868,10",22.132785763175907
Tesouro IPCA+,2015-05-15,2013-03-28,"2,90","2,94","2136,12","2134,35","2132,73",2.130047912388775
Tesouro IPCA+,2019-05-15,2013-03-28,"3,66","3,72","1823,12","1816,70","1815,27",6.1300479123887746
Tesouro IPCA+,2024-08-15,2013-03-28,"4,06","4,14","1445,48","1432,93","1431,78",11.383983572895277
Tesouro IPCA+,2035-05-15,2013-03-28,"4,35","4,45","887,65","869,10","868,39",22.130047912388775
Tesouro IPCA+,2015-05-15,2013-04-01,"2,95","2,99","2134,50","2132,74","2132,15",2.1190965092402463
Tesouro IPCA+,2019-05-15,2013-04-01,"3,76","3,82","1812,99","1806,61","1806,05",6.119096509240246
Tesouro IPCA+,2024-08-15,2013-04-01,"4,08","4,16","1442,79","1430,28","1429,82",11.373032169746748
Tesouro IPCA+,2035-05-15,2013-04-01,"4,45","4,55","869,39","851,24","850,95",22.119096509240247
Tesouro IPCA+,2015-05-15,2013-04-02,"2,99","3,03","2133,33","2131,58","2130,98",2.116358658453114
Tesouro IPCA+,2019-05-15,2013-04-02,"3,84","3,90","1805,05","1798,71","1798,15",6.116358658453114
Tesouro IPCA+,2024-08-15,2013-04-02,"4,23","4,31","1419,89","1407,59","1407,13",11.370294318959617
Tesouro IPCA+,2035-05-15,2013-04-02,"4,54","4,64","853,32","835,53","835,24",22.116358658453116
Tesouro IPCA+,2015-05-15,2013-04-03,"2,92","2,96","2137,00","2135,24","2134,65",2.113620807665982
Tesouro IPCA+,2019-05-15,2013-04-03,"3,81","3,87","1808,79","1802,44","1801,88",6.113620807665982
Tesouro IPCA+,2024-08-15,2013-04-03,"4,24","4,32","1418,81","1406,53","1406,06",11.367556468172484
Tesouro IPCA+,2035-05-15,2013-04-03,"4,58","4,68","846,44","828,80","828,52",22.11362080766598
Tesouro IPCA+,2015-05-15,2013-04-04,"3,05","3,09","2131,90","2130,15","2129,55",2.11088295687885
Tesouro IPCA+,2019-05-15,2013-04-04,"3,87","3,93","1803,00","1796,68","1796,12",6.11088295687885
Tesouro IPCA+,2024-08-15,2013-04-04,"4,35","4,43","1402,42","1390,30","1389,83",11.364818617385353
Tesouro IPCA+,2035-05-15,2013-04-04,"4,70","4,80","825,60","808,42","808,14",22.11088295687885
Tesouro IPCA+,2015-05-15,2013-04-05,"3,02","3,06","2134,49","2132,74","2131,46",2.108145106091718
Tesouro IPCA+,2019-05-15,2013-04-05,"3,85","3,91","1806,26","1799,93","1798,79",6.108145106091718
Tesouro IPCA+,2024-08-15,2013-04-05,"4,34","4,42","1404,85","1392,72","1391,80",11.36208076659822
Tesouro IPCA+,2035-05-15,2013-04-05,"4,68","4,78","829,63","812,36","811,82",22.10814510609172
Tesouro IPCA+,2015-05-15,2013-04-08,"2,84","2,88","2142,95","2141,20","2140,61",2.099931553730322
Tesouro IPCA+,2019-05-15,2013-04-08,"3,69","3,75","1823,83","1817,43","1816,87",6.099931553730322
Tesouro IPCA+,2024-08-15,2013-04-08,"4,20","4,28","1426,83","1414,49","1414,03",11.353867214236825
Tesouro IPCA+,2035-05-15,2013-04-08,"4,54","4,64","854,75","836,94","836,65",22.099931553730322
Tesouro IPCA+,2015-05-15,2013-04-09,"2,84","2,88","2143,53","2141,78","2141,20",2.0971937029431897
Tesouro IPCA+,2019-05-15,2013-04-09,"3,72","3,78","1821,18","1814,80","1814,24",6.09719370294319
Tesouro IPCA+,2024-08-15,2013-04-09,"4,18","4,26","1430,40","1418,03","1417,57",11.351129363449692
Tesouro IPCA+,2035-05-15,2013-04-09,"4,52","4,62","858,65","840,75","840,47",22.09719370294319
Tesouro IPCA+,2015-05-15,2013-04-10,"2,87","2,91","2142,25","2140,51","2139,94",2.0944558521560577
Tesouro IPCA+,2019-05-15,2013-04-10,"3,73","3,79","1820,20","1813,82","1813,28",6.094455852156058
Tesouro IPCA+,2024-08-15,2013-04-10,"4,17","4,25","1432,04","1419,66","1419,22",11.34839151266256
Tesouro IPCA+,2035-05-15,2013-04-10,"4,50","4,60","862,34","844,37","844,09",22.094455852156056
Tesouro IPCA+,2015-05-15,2013-04-11,"2,89","2,93","2141,94","2140,20","2139,63",2.0917180013689256
Tesouro IPCA+,2019-05-15,2013-04-11,"3,74","3,80","1819,67","1813,31","1812,76",6.091718001368926
Tesouro IPCA+,2024-08-15,2013-04-11,"4,17","4,25","1432,49","1420,11","1419,66",11.345653661875428
Tesouro IPCA+,2035-05-15,2013-04-11,"4,48","4,58","866,26","848,21","847,93",22.091718001368925
Tesouro IPCA+,2015-05-15,2013-04-12,"2,93","2,97","2141,42","2139,68","2138,47",2.088980150581793
Tesouro IPCA+,2019-05-15,2013-04-12,"3,80","3,86","1814,40","1808,05","1806,96",6.0889801505817935
Tesouro IPCA+,2024-08-15,2013-04-12,"4,22","4,30","1425,62","1413,31","1412,44",11.342915811088295
Tesouro IPCA+,2035-05-15,2013-04-12,"4,51","4,61","861,35","843,40","842,87",22.088980150581794
Tesouro IPCA+,2015-05-15,2013-04-15,"3,27","3,31","2127,32","2125,60","2125,01",2.080766598220397
Tesouro IPCA+,2019-05-15,2013-04-15,"3,87","3,93","1807,54","1801,23","1800,69",6.080766598220397
Tesouro IPCA+,2024-08-15,2013-04-15,"4,27","4,35","1418,36","1406,13","1405,68",11.3347022587269
Tesouro IPCA+,2035-05-15,2013-04-15,"4,53","4,63","858,01","840,14","839,86",22.080766598220396
Tesouro IPCA+,2015-05-15,2013-04-16,"3,31","3,35","2126,20","2124,49","2123,89",2.078028747433265
Tesouro IPCA+,2019-05-15,2013-04-16,"3,95","4,01","1799,68","1793,41","1792,86",6.078028747433265
Tesouro IPCA+,2024-08-15,2013-04-16,"4,31","4,39","1412,68","1400,50","1400,05",11.331964407939767
Tesouro IPCA+,2035-05-15,2013-04-16,"4,56","4,66","852,88","835,13","834,85",22.078028747433265
Tesouro IPCA+,2015-05-15,2013-04-17,"3,34","3,38","2125,51","2123,80","2123,20",2.0752908966461328
Tesouro IPCA+,2019-05-15,2013-04-17,"3,97","4,03","1798,13","1791,87","1791,32",6.075290896646133
Tesouro IPCA+,2024-08-15,2013-04-17,"4,32","4,40","1411,60","1399,43","1398,99",11.329226557152635
Tesouro IPCA+,2035-05-15,2013-04-17,"4,56","4,66","853,16","835,41","835,13",22.075290896646134
Tesouro IPCA+,2015-05-15,2013-04-18,"3,32","3,36","2126,96","2125,25","2124,66",2.0725530458590007
Tesouro IPCA+,2019-05-15,2013-04-18,"3,95","4,01","1800,77","1794,51","1793,96",6.072553045859
Tesouro IPCA+,2024-08-15,2013-04-18,"4,32","4,40","1412,05","1399,88","1399,43",11.326488706365502
Tesouro IPCA+,2035-05-15,2013-04-18,"4,56","4,66","853,44","835,68","835,41",22.072553045859
Tesouro IPCA+,2015-05-15,2013-04-19,"2,86","2,90","2147,91","2146,19","2144,98",2.0698151950718686
Tesouro IPCA+,2019-05-15,2013-04-19,"3,67","3,73","1831,45","1825,07","1823,98",6.069815195071868
Tesouro IPCA+,2024-08-15,2013-04-19,"4,17","4,25","1436,04","1423,66","1422,78",11.323750855578371
Tesouro IPCA+,2035-05-15,2013-04-19,"4,47","4,57","870,30","852,18","851,65",22.069815195071868
Tesouro IPCA+,2015-05-15,2013-04-22,"2,90","2,94","2146,92","2145,20","2144,61",2.0616016427104724
Tesouro IPCA+,2019-05-15,2013-04-22,"3,64","3,70","1835,34","1828,94","1828,38",6.061601642710472
Tesouro IPCA+,2024-08-15,2013-04-22,"4,13","4,21","1442,84","1430,40","1429,94",11.315537303216974
Tesouro IPCA+,2035-05-15,2013-04-22,"4,44","4,54","876,17","857,92","857,64",22.06160164271047
Tesouro IPCA+,2015-05-15,2013-04-23,"2,82","2,86","2150,95","2149,23","2148,64",2.0588637919233403
Tesouro IPCA+,2019-05-15,2013-04-23,"3,59","3,65","1841,24","1834,82","1834,27",6.05886379192334
Tesouro IPCA+,2024-08-15,2013-04-23,"4,10","4,18","1448,00","1435,51","1435,05",11.312799452429843
Tesouro IPCA+,2035-05-15,2013-04-23,"4,43","4,53","878,31","860,02","859,73",22.05886379192334
Tesouro IPCA+,2015-05-15,2013-04-24,"2,77","2,81","2153,68","2151,96","2151,38",2.0561259411362083
Tesouro IPCA+,2019-05-15,2013-04-24,"3,58","3,64","1842,87","1836,45","1835,89",6.056125941136208
Tesouro IPCA+,2024-08-15,2013-04-24,"4,10","4,18","1448,46","1435,97","1435,51",11.31006160164271
Tesouro IPCA+,2035-05-15,2013-04-24,"4,43","4,53","878,60","860,31","860,02",22.05612594113621
Tesouro IPCA+,2015-05-15,2013-04-25,"2,81","2,85","2152,54","2150,82","2150,24",2.0533880903490758
Tesouro IPCA+,2019-05-15,2013-04-25,"3,62","3,68","1839,14","1832,73","1832,18",6.053388090349076
Tesouro IPCA+,2024-08-15,2013-04-25,"4,14","4,22","1442,66","1430,24","1429,78",11.307323750855579
Tesouro IPCA+,2035-05-15,2013-04-25,"4,45","4,55","875,20","856,98","856,70",22.053388090349078
Tesouro IPCA+,2015-05-15,2013-04-26,"2,88","2,92","2150,81","2149,10","2147,83",2.0506502395619437
Tesouro IPCA+,2019-05-15,2013-04-26,"3,68","3,74","1833,88","1827,50","1826,36",6.050650239561944
Tesouro IPCA+,2024-08-15,2013-04-26,"4,19","4,27","1435,81","1423,45","1422,53",11.304585900068446
Tesouro IPCA+,2035-05-15,2013-04-26,"4,50","4,60","866,61","848,58","848,03",22.050650239561943
Tesouro IPCA+,2015-05-15,2013-04-29,"2,88","2,92","2151,40","2149,69","2149,10",2.0424366872005475
Tesouro IPCA+,2019-05-15,2013-04-29,"3,66","3,72","1836,56","1830,18","1829,62",6.0424366872005475
Tesouro IPCA+,2024-08-15,2013-04-29,"4,19","4,27","1436,27","1423,91","1423,45",11.29637234770705
Tesouro IPCA+,2035-05-15,2013-04-29,"4,49","4,59","868,72","850,66","850,37",22.04243668720055
Tesouro IPCA+,2015-05-15,2013-04-30,"2,90","2,94","2151,47","2149,77","2148,84",2.0396988364134154
Tesouro IPCA+,2019-05-15,2013-04-30,"3,66","3,72","1837,41","1831,03","1830,18",6.039698836413415
Tesouro IPCA+,2024-08-15,2013-04-30,"4,18","4,26","1438,51","1426,14","1425,45",11.293634496919918
Tesouro IPCA+,2035-05-15,2013-04-30,"4,47","4,57","872,81","854,66","854,24",22.039698836413415
Tesouro IPCA+,2015-05-15,2013-05-02,"2,92","2,96","2151,21","2149,51","2148,92",2.0342231348391513
Tesouro IPCA+,2019-05-15,2013-05-02,"3,64","3,70","1840,10","1833,71","1833,15",6.034223134839151
Tesouro IPCA+,2024-08-15,2013-05-02,"4,16","4,24","1442,09","1429,69","1429,22",11.288158795345653
Tesouro IPCA+,2035-05-15,2013-05-02,"4,45","4,55","876,78","858,55","858,26",22.034223134839152
Tesouro IPCA+,2015-05-15,2013-05-03,"2,85","2,89","2155,46","2153,76","2152,49",2.0314852840520192
Tesouro IPCA+,2019-05-15,2013-05-03,"3,54","3,60","1851,94","1845,51","1844,37",6.031485284052019
Tesouro IPCA+,2024-08-15,2013-05-03,"4,05","4,13","1460,26","1447,69","1446,77",11.285420944558522
Tesouro IPCA+,2035-05-15,2013-05-03,"4,35","4,45","896,00","877,35","876,78",22.031485284052017
Tesouro IPCA+,2015-05-15,2013-05-06,"2,89","2,93","2154,35","2152,65","2152,06",2.023271731690623
Tesouro IPCA+,2019-05-15,2013-05-06,"3,60","3,66","1846,07","1839,66","1839,11",6.023271731690623
Tesouro IPCA+,2024-08-15,2013-05-06,"4,10","4,18","1452,86","1440,36","1439,90",11.277207392197125
Tesouro IPCA+,2035-05-15,2013-05-06,"4,38","4,48","890,66","872,13","871,84",22.023271731690624
Tesouro IPCA+,2015-05-15,2013-05-07,"2,86","2,90","2156,21","2154,51","2153,92",2.020533880903491
Tesouro IPCA+,2019-05-15,2013-05-07,"3,57","3,63","1849,83","1843,42","1842,86",6.020533880903491
Tesouro IPCA+,2024-08-15,2013-05-07,"4,08","4,16","1456,46","1443,94","1443,48",11.274469541409994
Tesouro IPCA+,2035-05-15,2013-05-07,"4,36","4,46","894,71","876,09","875,80",22.02053388090349
Tesouro IPCA+,2015-05-15,2013-05-08,"2,81","2,85","2160,12","2158,42","2157,78",2.0177960301163584
Tesouro IPCA+,2019-05-15,2013-05-08,"3,56","3,62","1852,48","1846,07","1845,47",6.017796030116359
Tesouro IPCA+,2024-08-15,2013-05-08,"4,07","4,15","1459,31","1446,77","1446,27",11.271731690622861
Tesouro IPCA+,2035-05-15,2013-05-08,"4,36","4,46","895,50","876,87","876,56",22.017796030116358
Tesouro IPCA+,2015-05-15,2013-05-09,"2,79","2,83","2161,59","2159,90","2159,27",2.0150581793292264
Tesouro IPCA+,2019-05-15,2013-05-09,"3,56","3,62","1853,08","1846,66","1846,07",6.015058179329227
Tesouro IPCA+,2024-08-15,2013-05-09,"4,04","4,12","1464,54","1451,96","1451,46",11.268993839835728
Tesouro IPCA+,2035-05-15,2013-05-09,"4,35","4,45","897,70","879,03","878,72",22.015058179329227
Tesouro IPCA+,2015-05-15,2013-05-10,"2,82","2,86","2161,75","2160,06","2158,63",2.0123203285420943
Tesouro IPCA+,2019-05-15,2013-05-10,"3,65","3,71","1844,74","1838,36","1837,09",6.012320328542095
Tesouro IPCA+,2024-08-15,2013-05-10,"4,12","4,20","1452,99","1440,51","1439,49",11.266255989048597
Tesouro IPCA+,2035-05-15,2013-05-10,"4,38","4,48","892,70","874,14","873,51",22.012320328542096
Tesouro IPCA+,2015-05-15,2013-05-13,"2,90","2,94","2159,01","2157,32","2156,68",2.004106776180698
Tesouro IPCA+,2019-05-15,2013-05-13,"3,75","3,81","1834,73","1828,40","1827,79",6.0041067761806985
Tesouro IPCA+,2024-08-15,2013-05-13,"4,20","4,28","1441,01","1428,65","1428,15",11.2580424366872
Tesouro IPCA+,2035-05-15,2013-05-13,"4,44","4,54","881,83","863,51","863,20",22.0041067761807
Tesouro IPCA+,2015-05-15,2013-05-14,"2,86","2,90","2161,33","2159,65","2159,01",2.001368925393566
Tesouro IPCA+,2019-05-15,2013-05-14,"3,73","3,79","1837,45","1831,11","1830,50",6.0013689253935665
Tesouro IPCA+,2024-08-15,2013-05-14,"4,18","4,26","1444,62","1432,23","1431,73",11.255304585900069
Tesouro IPCA+,2035-05-15,2013-05-14,"4,42","4,52","885,85","867,45","867,14",22.001368925393567
Tesouro IPCA+,2015-05-15,2013-05-15,"2,89","2,93","2160,55","2158,87","2158,39",1.998631074606434
Tesouro IPCA+,2019-05-15,2013-05-15,"3,84","3,90","1826,32","1820,03","1819,55",5.9986310746064335
Tesouro IPCA+,2024-08-15,2013-05-15,"4,30","4,38","1426,48","1414,26","1413,87",11.252566735112936
Tesouro IPCA+,2035-05-15,2013-05-15,"4,51","4,61","869,52","851,48","851,23",21.998631074606433
Tesouro IPCA+,2015-05-15,2013-05-16,"2,82","2,86","2163,97","2162,29","2161,81",1.995893223819302
Tesouro IPCA+,2019-05-15,2013-05-16,"3,80","3,86","1831,00","1824,69","1824,22",5.9958932238193015
Tesouro IPCA+,2024-08-15,2013-05-16,"4,26","4,34","1433,02","1420,75","1420,36",11.249828884325805
Tesouro IPCA+,2035-05-15,2013-05-16,"4,47","4,57","877,10","858,90","858,65",21.9958932238193
Tesouro IPCA+,2015-05-15,2013-05-17,"2,88","2,92","2162,40","2160,73","2159,77",1.9931553730321698
Tesouro IPCA+,2019-05-15,2013-05-17,"3,73","3,79","1839,26","1832,93","1832,05",5.993155373032169
Tesouro IPCA+,2024-08-15,2013-05-17,"4,21","4,29","1441,46","1429,11","1428,41",11.247091033538672
Tesouro IPCA+,2035-05-15,2013-05-17,"4,43","4,53","884,94","866,57","866,13",21.99315537303217
Tesouro IPCA+,2015-05-15,2013-05-20,"2,98","3,02","2158,71","2157,04","2156,55",1.9849418206707734
Tesouro IPCA+,2019-05-15,2013-05-20,"3,78","3,84","1834,45","1828,14","1827,67",5.984941820670773
Tesouro IPCA+,2024-08-15,2013-05-20,"4,21","4,29","1441,85","1429,51","1429,11",11.238877481177276
Tesouro IPCA+,2035-05-15,2013-05-20,"4,48","4,58","875,95","857,78","857,53",21.984941820670773
Tesouro IPCA+,2015-05-15,2013-05-21,"3,02","3,06","2157,54","2155,87","2155,38",1.9822039698836413
Tesouro IPCA+,2019-05-15,2013-05-21,"3,85","3,91","1827,57","1821,29","1820,81",5.982203969883641
Tesouro IPCA+,2024-08-15,2013-05-21,"4,31","4,39","1426,83","1414,64","1414,24",11.236139630390143
Tesouro IPCA+,2035-05-15,2013-05-21,"4,53","4,63","867,06","849,08","848,84",21.982203969883642
Tesouro IPCA+,2015-05-15,2013-05-22,"3,00","3,04","2158,86","2157,20","2156,71",1.9794661190965093
Tesouro IPCA+,2019-05-15,2013-05-22,"3,82","3,88","1831,19","1824,90","1824,42",5.979466119096509
Tesouro IPCA+,2024-08-15,2013-05-22,"4,29","4,37","1430,30","1418,07","1417,68",11.233401779603012
Tesouro IPCA+,2035-05-15,2013-05-22,"4,52","4,62","869,13","851,11","850,87",21.97946611909651
Tesouro IPCA+,2015-05-15,2013-05-23,"3,04","3,08","2157,94","2156,29","2155,76",1.9767282683093772
Tesouro IPCA+,2019-05-15,2013-05-23,"3,86","3,92","1827,68","1821,41","1820,91",5.976728268309377
Tesouro IPCA+,2024-08-15,2013-05-23,"4,31","4,39","1427,79","1415,59","1415,18",11.23066392881588
Tesouro IPCA+,2035-05-15,2013-05-23,"4,57","4,67","860,42","842,59","842,34",21.976728268309376
Tesouro IPCA+,2015-05-15,2013-05-24,"3,07","3,09","2157,75","2156,92","2155,87",1.9739904175222451
Tesouro IPCA+,2019-05-15,2013-05-24,"3,88","3,94","1826,53","1820,27","1819,33",5.973990417522245
Tesouro IPCA+,2024-08-15,2013-05-24,"4,35","4,43","1422,44","1410,30","1409,54",11.227926078028748
Tesouro IPCA+,2035-05-15,2013-05-24,"4,60","4,70","855,49","837,78","837,32",21.973990417522245
Tesouro IPCA+,2015-05-15,2013-05-27,"3,10","3,12","2157,04","2156,21","2155,69",1.9657768651608487
Tesouro IPCA+,2019-05-15,2013-05-27,"3,99","4,05","1815,58","1809,37","1808,86",5.965776865160849
Tesouro IPCA+,2024-08-15,2013-05-27,"4,42","4,50","1412,22","1400,18","1399,77",11.219712525667351
Tesouro IPCA+,2035-05-15,2013-05-27,"4,70","4,80","838,03","820,70","820,45",21.965776865160848
Tesouro IPCA+,2015-05-15,2013-05-28,"3,12","3,14","2156,74","2155,92","2155,39",1.9630390143737166
Tesouro IPCA+,2019-05-15,2013-05-28,"4,03","4,09","1811,94","1805,75","1805,24",5.963039014373717
Tesouro IPCA+,2024-08-15,2013-05-28,"4,53","4,61","1396,11","1384,22","1383,81",11.21697467488022
Tesouro IPCA+,2035-05-15,2013-05-28,"4,76","4,86","827,84","810,73","810,48",21.963039014373717
Tesouro IPCA+,2015-05-15,2013-05-29,"3,15","3,17","2156,30","2155,48","2154,69",1.9603011635865846
Tesouro IPCA+,2019-05-15,2013-05-29,"4,15","4,21","1800,31","1794,18","1793,44",5.960301163586585
Tesouro IPCA+,2024-08-15,2013-05-29,"4,68","4,76","1374,50","1362,81","1362,23",11.214236824093087
Tesouro IPCA+,2035-05-15,2013-05-29,"4,95","5,05","796,00","779,58","779,23",21.960301163586585
Tesouro IPCA+,2015-05-15,2013-05-31,"3,04","3,06","2161,87","2161,05","2159,99",1.9548254620123204
Tesouro IPCA+,2019-05-15,2013-05-31,"4,07","4,13","1809,49","1803,32","1802,37",5.95482546201232
Tesouro IPCA+,2024-08-15,2013-05-31,"4,62","4,70","1384,09","1372,32","1371,56",11.208761122518823
Tesouro IPCA+,2035-05-15,2013-05-31,"4,88","4,98","808,16","791,48","791,03",21.95482546201232
Tesouro IPCA+,2015-05-15,2013-06-03,"3,71","3,73","2135,20","2134,39","2133,82",1.946611909650924
Tesouro IPCA+,2019-05-15,2013-06-03,"4,48","4,54","1768,32","1762,32","1761,79",5.946611909650924
Tesouro IPCA+,2024-08-15,2013-06-03,"4,86","4,94","1349,53","1338,08","1337,66",11.200547570157427
Tesouro IPCA+,2035-05-15,2013-06-03,"5,02","5,12","785,16","768,98","768,73",21.946611909650922
Tesouro IPCA+,2015-05-15,2013-06-04,"3,78","3,80","2132,96","2132,16","2131,58",1.943874058863792
Tesouro IPCA+,2019-05-15,2013-06-04,"4,48","4,54","1768,85","1762,84","1762,32",5.943874058863792
Tesouro IPCA+,2024-08-15,2013-06-04,"4,88","4,96","1347,08","1335,66","1335,24",11.197809719370294
Tesouro IPCA+,2035-05-15,2013-06-04,"5,03","5,13","783,77","767,62","767,38",21.94387405886379
Tesouro IPCA+,2015-05-15,2013-06-05,"3,60","3,62","2140,75","2139,95","2139,38",1.9411362080766599
Tesouro IPCA+,2019-05-15,2013-06-05,"4,24","4,30","1793,61","1787,52","1787,00",5.94113620807666
Tesouro IPCA+,2024-08-15,2013-06-05,"4,61","4,69","1386,82","1375,04","1374,62",11.195071868583161
Tesouro IPCA+,2035-05-15,2013-06-05,"4,72","4,82","836,37","819,10","818,84",21.94113620807666
Tesouro IPCA+,2015-05-15,2013-06-06,"3,68","3,70","2138,11","2137,31","2136,74",1.9383983572895278
Tesouro IPCA+,2019-05-15,2013-06-06,"4,42","4,48","1775,92","1769,90","1769,37",5.938398357289528
Tesouro IPCA+,2024-08-15,2013-06-06,"4,79","4,87","1360,88","1349,35","1348,93",11.19233401779603
Tesouro IPCA+,2035-05-15,2013-06-06,"4,89","4,99","807,48","790,83","790,58",21.93839835728953
Tesouro IPCA+,2015-05-15,2013-06-07,"3,85","3,87","2132,24","2131,45","2130,37",1.9356605065023955
Tesouro IPCA+,2019-05-15,2013-06-07,"4,69","4,75","1749,82","1743,91","1742,96",5.935660506502396
Tesouro IPCA+,2024-08-15,2013-06-07,"4,90","4,98","1345,69","1334,30","1333,56",11.189596167008897
Tesouro IPCA+,2035-05-15,2013-06-07,"5,02","5,12","786,28","770,09","769,66",21.935660506502394
